scenario,query_number,query_work_id,relevance_type,total_relevant,precision@10,recall@10,mrr@10,ndcg@10,relevant_found@10
hybrid_70_30,29,10.1007/bf01461011,issn,6,0.1,0.16666666666666666,0.3333333333333333,0.15130120674940672,1
hybrid_70_30,30,10.1006/jabr.1994.1011,issn,9,0.1,0.1111111111111111,0.5,0.1482972305701491,1
hybrid_70_30,31,10.1007/bf00538879,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,32,10.2307/1990375,issn,17,0.0,0.0,0.0,0.0,0
hybrid_70_30,33,10.1109/18.165454,issn,16,0.5,0.3125,1.0,0.6136525857537393,5
hybrid_70_30,34,10.1109/tit.1971.1054674,issn,16,0.7,0.4375,1.0,0.7312625444731047,7
hybrid_70_30,35,10.5802/jolt.99,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,36,10.2307/1970080,issn,11,0.0,0.0,0.0,0.0,0
hybrid_70_30,37,10.1007/3-540-30593-9,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,38,10.1017/s002776300001182x,issn,3,0.0,0.0,0.0,0.0,0
hybrid_70_30,39,10.1017/s0027763000017025,issn,3,0.0,0.0,0.0,0.0,0
hybrid_70_30,40,10.1215/s0012-7094-39-00540-5,issn,5,0.0,0.0,0.0,0.0,0
hybrid_70_30,41,10.1103/physrevlett.13.678,issn,5,0.0,0.0,0.0,0.0,0
hybrid_70_30,42,10.1109/tit.1985.1057026,issn,16,0.2,0.125,1.0,0.3589542101716347,2
hybrid_70_30,43,10.1073/pnas.23.6.341,issn,19,0.4,0.21052631578947367,0.5,0.4288398090337664,4
hybrid_70_30,44,10.2307/1989646,issn,17,0.0,0.0,0.0,0.0,0
hybrid_70_30,45,10.1109/tac.1982.1102982,issn,6,0.0,0.0,0.0,0.0,0
hybrid_70_30,46,10.1093/qmath/22.3.371,issn,3,0.0,0.0,0.0,0.0,0
hybrid_70_30,47,10.1007/s10468-011-9276-4,issn,2,0.1,0.5,0.5,0.38685280723454163,1
hybrid_70_30,48,10.1007/s10468-015-9524-0,issn,2,0.1,0.5,0.2,0.23719771276929622,1
hybrid_70_30,49,10.1007/bf00534886,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,50,10.1080/00927879508825430,issn,5,0.4,0.8,1.0,0.8687949224876582,4
hybrid_70_30,51,10.1088/1751-8113/41/31/315210,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,52,10.1006/jabr.1998.7840,issn,9,0.0,0.0,0.0,0.0,0
hybrid_70_30,53,10.1016/0165-0114(87)90155-2,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,54,10.2307/2047415,issn,11,0.1,0.09090909090909091,0.5,0.13886244387355454,1
hybrid_70_30,55,10.1090/s0002-9939-1989-0969521-2,issn,11,0.2,0.18181818181818182,1.0,0.2934556883974402,2
hybrid_70_30,56,10.2140/ant.2008.2.721,issn,2,0.1,0.5,0.1,0.17723928678404774,1
hybrid_70_30,57,10.1080/00927878608823378,issn,5,0.3,0.6,1.0,0.6992148198508501,3
hybrid_70_30,58,10.1080/00927879808826274,issn,5,0.4,0.8,1.0,0.8297197050122157,4
hybrid_70_30,59,10.1080/00927870600862706,issn,5,0.3,0.6,1.0,0.7227265726449519,3
hybrid_70_30,60,10.1007/s00208-010-0502-x,issn,6,0.0,0.0,0.0,0.0,0
hybrid_70_30,61,10.2307/1993910,issn,17,0.0,0.0,0.0,0.0,0
hybrid_70_30,62,10.1007/s002220050284,issn,4,0.0,0.0,0.0,0.0,0
hybrid_70_30,63,10.1016/s0040-9383(99)00046-4,issn,9,0.2,0.2222222222222222,1.0,0.3091941646995599,2
hybrid_70_30,64,10.2307/2037829,issn,11,0.1,0.09090909090909091,1.0,0.22009176629808017,1
hybrid_70_30,65,10.1090/s0002-9939-1972-0296067-7,issn,11,0.2,0.18181818181818182,1.0,0.30523488393970116,2
hybrid_70_30,66,10.1090/s0002-9939-96-03445-4,issn,11,0.1,0.09090909090909091,0.3333333333333333,0.11004588314904008,1
hybrid_70_30,67,10.1016/0021-8693(84)90092-9,issn,9,0.0,0.0,0.0,0.0,0
hybrid_70_30,68,10.1016/0024-3795(87)90313-2,issn,20,0.5,0.25,1.0,0.5357086937004182,5
hybrid_70_30,69,10.1016/0024-3795(89)90003-7,issn,20,0.6,0.3,0.3333333333333333,0.4826366372598628,6
hybrid_70_30,70,10.1016/0024-3795(95)00543-9,issn,20,0.1,0.05,0.1111111111111111,0.06625422345438903,1
hybrid_70_30,71,10.1016/0024-3795(84)90034-x,issn,20,0.0,0.0,0.0,0.0,0
hybrid_70_30,72,10.1016/0024-3795(92)90012-y,issn,20,0.2,0.1,1.0,0.3589542101716347,2
hybrid_70_30,73,10.1016/0024-3795(84)90207-6,issn,20,0.5,0.25,1.0,0.5572998242663684,5
hybrid_70_30,74,10.1016/0024-3795(89)90004-9,issn,20,0.2,0.1,0.25,0.17993148201117176,2
hybrid_70_30,75,10.1016/0024-3795(91)90275-2,issn,20,0.0,0.0,0.0,0.0,0
hybrid_70_30,76,10.1016/0024-3795(85)90192-2,issn,20,0.1,0.05,0.2,0.08514311764162098,1
hybrid_70_30,77,10.1016/s0024-3795(96)00484-3,issn,20,0.5,0.25,1.0,0.539641393863001,5
hybrid_70_30,78,10.1016/j.laa.2004.05.006,issn,20,0.6,0.3,1.0,0.6627919420317119,6
hybrid_70_30,79,10.1016/0024-3795(89)90594-6,issn,20,0.6,0.3,1.0,0.6745711375739728,6
hybrid_70_30,80,10.1016/0024-3795(71)90037-1,issn,20,0.1,0.05,0.5,0.13886244387355454,1
hybrid_70_30,81,10.1016/j.laa.2003.11.019,issn,20,0.4,0.2,1.0,0.5637884576902256,4
hybrid_70_30,82,10.1016/0024-3795(91)90021-n,issn,20,0.0,0.0,0.0,0.0,0
hybrid_70_30,83,10.1016/0024-3795(89)90580-6,issn,20,0.7,0.35,1.0,0.7849818707050383,7
hybrid_70_30,84,10.1016/0024-3795(77)90075-1,issn,20,0.6,0.3,1.0,0.7116179486056782,6
hybrid_70_30,85,10.1016/s0024-3795(87)90326-0,issn,20,0.1,0.05,0.3333333333333333,0.11004588314904008,1
hybrid_70_30,86,10.1016/s0024-3795(02)00457-3,issn,20,0.3,0.15,1.0,0.3647442587311445,3
hybrid_70_30,87,10.1016/0024-3795(85)90049-7,issn,20,0.0,0.0,0.0,0.0,0
hybrid_70_30,88,10.1007/bf01447449,issn,6,0.2,0.3333333333333333,0.25,0.22578419899983795,2
hybrid_70_30,89,10.1007/bf01446421,issn,6,0.3,0.5,0.5,0.43830722522726884,3
hybrid_70_30,90,10.2307/2369418,issn,6,0.1,0.16666666666666666,0.5,0.19092086617893467,1
hybrid_70_30,91,10.1007/bf01443411,issn,6,0.3,0.5,1.0,0.561692774772731,3
hybrid_70_30,92,10.1007/bf01443297,issn,6,0.3,0.5,1.0,0.6238470455881188,3
hybrid_70_30,93,10.1016/s0024-3795(97)00245-0,issn,20,0.0,0.0,0.0,0.0,0
hybrid_70_30,94,10.2307/2037665,issn,11,0.0,0.0,0.0,0.0,0
hybrid_70_30,95,10.1007/bf02100615,issn,4,0.0,0.0,0.0,0.0,0
hybrid_70_30,96,10.1007/s10468-011-9280-8,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,97,10.1016/0021-8693(90)90246-k,issn,9,0.1,0.1111111111111111,0.5,0.1482972305701491,1
hybrid_70_30,98,10.1016/j.jalgebra.2005.02.032,issn,9,0.2,0.2222222222222222,0.3333333333333333,0.19587129117873778,2
hybrid_70_30,99,10.1016/j.jalgebra.2003.10.015,issn,9,0.1,0.1111111111111111,0.3333333333333333,0.11752277470724268,1
hybrid_70_30,100,10.1016/j.aim.2005.07.003,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,101,10.1103/physrevd.25.1086,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,102,10.1016/j.geomphys.2004.07.010,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,103,10.1007/bf02102638,issn,7,0.0,0.0,0.0,0.0,0
hybrid_70_30,104,10.1016/s0022-4049(00)00033-5,issn,3,0.1,0.3333333333333333,0.3333333333333333,0.23463936301137822,1
hybrid_70_30,105,10.1016/0022-4049(85)90019-2,issn,3,0.1,0.3333333333333333,0.2,0.18154179253735267,1
hybrid_70_30,106,10.1016/j.jalgebra.2007.12.005,issn,9,0.2,0.2222222222222222,0.5,0.23922526118912793,2
hybrid_70_30,107,10.5802/jolt.560,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,108,10.1090/s0002-9904-1970-12364-3,issn,9,0.0,0.0,0.0,0.0,0
hybrid_70_30,109,10.2969/jmsj/01710084,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,110,10.1007/s002200050079,issn,7,0.0,0.0,0.0,0.0,0
hybrid_70_30,111,10.1007/bf02698925,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,112,10.2307/1970444,issn,11,0.0,0.0,0.0,0.0,0
hybrid_70_30,113,10.1017/s0027763000013398,issn,3,0.1,0.3333333333333333,1.0,0.46927872602275644,1
hybrid_70_30,114,10.1073/pnas.47.1.108,issn,19,0.6,0.3157894736842105,1.0,0.6578986223737446,6
hybrid_70_30,115,10.2307/2372489,issn,6,0.1,0.16666666666666666,0.2,0.11706259313796354,1
hybrid_70_30,116,10.1007/bf02415000,issn,1,0.1,1.0,1.0,1.0,1
hybrid_70_30,117,10.2307/2373245,issn,6,0.2,0.3333333333333333,0.2,0.21793006430423467,2
hybrid_70_30,118,10.1007/978-3-319-96574-1,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,119,10.1007/bf01425451,issn,4,0.0,0.0,0.0,0.0,0
hybrid_70_30,120,10.2307/2372032,issn,6,0.1,0.16666666666666666,0.5,0.19092086617893467,1
hybrid_70_30,121,10.1515/crll.1969.239-240.256,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,122,10.1007/bf02684273,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,123,10.1070/rm1969v024n06abeh001361,issn,6,0.0,0.0,0.0,0.0,0
hybrid_70_30,124,10.1007/bf02411126,issn,1,0.1,1.0,0.5,0.6309297535714575,1
hybrid_70_30,125,10.1090/s0002-9904-1968-12059-2,issn,9,0.0,0.0,0.0,0.0,0
hybrid_70_30,126,10.1073/pnas.20.1.85,issn,19,0.4,0.21052631578947367,1.0,0.501749354207772,4
hybrid_70_30,127,10.2307/1968531,issn,11,0.0,0.0,0.0,0.0,0
hybrid_70_30,128,10.4310/jdg/1214427883,issn,4,0.3,0.75,0.3333333333333333,0.4381618496756866,3
hybrid_70_30,129,10.2307/1403260,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,130,10.1073/pnas.42.3.157,issn,19,0.1,0.05263157894736842,0.25,0.09478836436955078,1
hybrid_70_30,131,10.4310/jdg/1214429278,issn,4,0.1,0.25,1.0,0.3903800499921017,1
hybrid_70_30,132,10.1073/pnas.63.3.640,issn,19,0.1,0.05263157894736842,0.125,0.06943122193677727,1
hybrid_70_30,133,7ae476988c29668a68874c2c223fff6c639ff906,venue,2,0.1,0.5,0.1,0.17723928678404774,1
hybrid_70_30,134,10.1017/s0027763000023503,issn,3,0.1,0.3333333333333333,0.5,0.2960819109658652,1
hybrid_70_30,135,10.1515/crll.2001.059,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,136,10.4310/jdg/1214501132,issn,4,0.0,0.0,0.0,0.0,0
hybrid_70_30,137,10.2307/1995057,issn,17,0.0,0.0,0.0,0.0,0
hybrid_70_30,138,10.1090/s0002-9904-1949-09175-9,issn,9,0.1,0.1111111111111111,0.125,0.07414861528507455,1
hybrid_70_30,139,10.2307/1990151,issn,17,0.0,0.0,0.0,0.0,0
hybrid_70_30,140,10.1073/pnas.41.11.956,issn,19,0.5,0.2631578947368421,1.0,0.627507133061656,5
hybrid_70_30,141,10.2307/2371857,issn,6,0.0,0.0,0.0,0.0,0
hybrid_70_30,142,10.1073/pnas.18.4.340,issn,19,0.6,0.3157894736842105,1.0,0.7222954974312066,6
hybrid_70_30,143,10.1215/s0012-7094-39-00544-2,issn,5,0.1,0.2,0.5,0.21398626473452756,1
hybrid_70_30,144,10.1215/s0012-7094-43-01029-4,issn,5,0.1,0.2,1.0,0.3391602052736161,1
hybrid_70_30,145,10.5802/aif.19,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,146,10.1215/s0012-7094-44-01118-x,issn,5,0.1,0.2,1.0,0.3391602052736161,1
hybrid_70_30,147,10.1016/0165-0114(92)90301-j,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,148,10.1215/s0012-7094-41-00837-2,issn,5,0.1,0.2,0.2,0.13120507751234178,1
hybrid_70_30,149,10.2140/pjm.1965.15.961,issn,5,0.0,0.0,0.0,0.0,0
hybrid_70_30,150,10.1073/pnas.41.11.961,issn,19,0.4,0.21052631578947367,1.0,0.5473983622993502,4
hybrid_70_30,151,10.2307/2007107,issn,11,0.0,0.0,0.0,0.0,0
hybrid_70_30,152,10.1016/0040-9383(87)90009-7,issn,9,0.3,0.3333333333333333,1.0,0.5008655546918772,3
hybrid_70_30,153,10.1016/0040-9383(85)90047-3,issn,9,0.1,0.1111111111111111,1.0,0.23504554941448536,1
hybrid_70_30,154,10.1016/0040-9383(86)90007-8,issn,9,0.1,0.1111111111111111,1.0,0.23504554941448536,1
hybrid_70_30,155,10.2307/2311363,issn,4,0.0,0.0,0.0,0.0,0
hybrid_70_30,156,10.1016/0040-9383(87)90003-6,issn,9,0.3,0.3333333333333333,1.0,0.5008655546918772,3
hybrid_70_30,157,10.1016/0040-9383(87)90025-5,issn,9,0.4,0.4444444444444444,1.0,0.5750141699769518,4
hybrid_70_30,158,10.1016/0040-9383(85)90055-2,issn,9,0.0,0.0,0.0,0.0,0
hybrid_70_30,159,10.1016/0040-9383(87)90004-8,issn,9,0.1,0.1111111111111111,0.25,0.10122860821230018,1
hybrid_70_30,160,10.1016/0040-9383(87)90058-9,issn,9,0.3,0.3333333333333333,1.0,0.5008655546918772,3
hybrid_70_30,161,10.1016/s0393-0440(97)80004-6,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,162,10.1007/bf02392736,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,163,10.1007/bf02102106,issn,7,0.1,0.14285714285714285,0.14285714285714285,0.09162544430476362,1
hybrid_70_30,164,10.4310/jdg/1214448266,issn,4,0.0,0.0,0.0,0.0,0
hybrid_70_30,165,10.1007/bf03024036,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,166,10.1090/s0002-9904-1977-14179-7,issn,9,0.1,0.1111111111111111,0.125,0.07414861528507455,1
hybrid_70_30,167,10.4310/jdg/1214438181,issn,4,0.0,0.0,0.0,0.0,0
hybrid_70_30,168,10.1007/s002220100167,issn,4,0.0,0.0,0.0,0.0,0
hybrid_70_30,169,10.1080/10586458.2000.10504640,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,170,10.1088/0264-9381/15/9/004,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,171,10.1093/qjmath/54.3.281,issn,3,0.0,0.0,0.0,0.0,0
hybrid_70_30,172,10.1112/plms/s3-66.2.381,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,173,10.1090/jams/834,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,174,10.1090/bull/1856,issn,9,0.0,0.0,0.0,0.0,0
hybrid_70_30,175,10.1002/(sici)1097-0118(199911)32:3<298::aid-jgt7>3.0.co;2-u,issn,7,0.0,0.0,0.0,0.0,0
hybrid_70_30,176,10.2307/2046051,issn,11,0.0,0.0,0.0,0.0,0
hybrid_70_30,177,10.1073/pnas.55.6.1624,issn,19,0.0,0.0,0.0,0.0,0
hybrid_70_30,178,10.1070/rm1988v043n01abeh001554,issn,6,0.0,0.0,0.0,0.0,0
hybrid_70_30,179,10.1016/0040-9383(90)90001-z,issn,9,0.0,0.0,0.0,0.0,0
hybrid_70_30,180,10.1007/bf01205673,issn,7,0.0,0.0,0.0,0.0,0
hybrid_70_30,181,10.1016/j.jde.2004.12.003,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,182,10.1007/bf01218467,issn,7,0.1,0.14285714285714285,0.25,0.11838279295536291,1
hybrid_70_30,183,10.1007/bfb0089400,issn,6,0.0,0.0,0.0,0.0,0
hybrid_70_30,184,10.1007/s00220-006-1530-y,issn,7,0.1,0.14285714285714285,0.1111111111111111,0.08274602130532002,1
hybrid_70_30,185,10.1016/j.na.2005.03.111,issn,7,0.4,0.5714285714285714,1.0,0.6730234638881231,4
hybrid_70_30,186,10.1016/0362-546x(93)90049-x,issn,7,0.2,0.2857142857142857,0.2,0.19796212533499344,2
hybrid_70_30,187,10.1016/j.na.2009.02.065,issn,7,0.4,0.5714285714285714,1.0,0.6920788373899056,4
hybrid_70_30,188,10.1080/07362999408809370,issn,4,0.4,1.0,1.0,0.8756458727267334,4
hybrid_70_30,189,10.1098/rspa.2003.1166,issn,3,0.0,0.0,0.0,0.0,0
hybrid_70_30,190,10.1080/07362999308809330,issn,4,0.4,1.0,0.5,0.7486761295186739,4
hybrid_70_30,191,10.1016/j.na.2006.09.035,issn,7,0.5,0.7142857142857143,0.5,0.6187869860554792,5
hybrid_70_30,192,10.1016/j.na.2010.11.008,issn,7,0.4,0.5714285714285714,1.0,0.7041249493150387,4
hybrid_70_30,193,10.1098/rspa.2005.1574,issn,3,0.0,0.0,0.0,0.0,0
hybrid_70_30,194,10.1081/sap-120015831,issn,4,0.4,1.0,1.0,0.8756458727267334,4
hybrid_70_30,195,10.1016/j.na.2005.12.017,issn,7,0.4,0.5714285714285714,1.0,0.6730234638881231,4
hybrid_70_30,196,10.1016/s0022-247x(03)00297-x,issn,3,0.0,0.0,0.0,0.0,0
hybrid_70_30,197,10.1081/sap-120019288,issn,4,0.4,1.0,1.0,0.9558295932317544,4
hybrid_70_30,198,10.1023/b:jotp.0000040295.09922.85,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,199,10.1353/ajm.2024.a928321,issn,6,0.0,0.0,0.0,0.0,0
hybrid_70_30,200,10.1142/s0219493703000723,issn,2,0.2,1.0,1.0,0.8503449055347546,2
hybrid_70_30,201,10.1080/07362999908809620,issn,4,0.4,1.0,0.5,0.6665048698100113,4
hybrid_70_30,202,10.1016/j.jmaa.2011.05.046,issn,3,0.0,0.0,0.0,0.0,0
hybrid_70_30,203,10.1142/s021949370500147x,issn,2,0.1,0.5,0.1111111111111111,0.18457569677956817,1
hybrid_70_30,204,10.1142/s0219493703000735,issn,2,0.1,0.5,1.0,0.6131471927654584,1
hybrid_70_30,205,10.1016/0022-1236(92)90067-s,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,206,10.1093/comjnl/13.3.284,issn,4,0.0,0.0,0.0,0.0,0
hybrid_70_30,207,10.1017/s1446788700025994,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,208,10.1103/physrevlett.80.5243,issn,5,0.0,0.0,0.0,0.0,0
hybrid_70_30,209,10.1007/bf02591324,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,210,10.2140/pjm.1969.28.413,issn,5,0.0,0.0,0.0,0.0,0
hybrid_70_30,211,10.1007/s11537-006-0503-4,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,212,10.1109/tsmc.1973.5408575,issn,2,0.1,0.5,1.0,0.6131471927654584,1
hybrid_70_30,213,10.2748/tmj/1178244708,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,214,10.1524/anly.1992.12.34.319,issn,4,0.1,0.25,1.0,0.3903800499921017,1
hybrid_70_30,215,10.1016/0165-0114(91)90131-9,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,216,10.1524/anly.1996.16.4.365,issn,4,0.2,0.5,1.0,0.5135312443624667,2
hybrid_70_30,217,10.1524/anly.1988.8.34.271,issn,4,0.0,0.0,0.0,0.0,0
hybrid_70_30,218,10.1524/anly.1986.6.23.191,issn,4,0.2,0.5,0.5,0.35914753008966527,2
hybrid_70_30,219,10.1137/1003001,issn,9,0.0,0.0,0.0,0.0,0
hybrid_70_30,220,10.2307/1970646,issn,11,0.0,0.0,0.0,0.0,0
hybrid_70_30,221,10.2307/2695294,issn,4,0.1,0.25,1.0,0.3903800499921017,1
hybrid_70_30,222,10.1515/crll.1953.191.30,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,223,10.1524/anly.2001.21.2.219,issn,4,0.1,0.25,0.5,0.24630238874073,1
hybrid_70_30,224,10.2307/3647769,issn,4,0.1,0.25,0.2,0.15101961822780524,1
hybrid_70_30,225,10.2307/1969343,issn,11,0.0,0.0,0.0,0.0,0
hybrid_70_30,226,10.1070/rm1966v021n02abeh004151,issn,6,0.1,0.16666666666666666,0.5,0.19092086617893467,1
hybrid_70_30,227,10.1215/s0012-7094-41-00865-7,issn,5,0.0,0.0,0.0,0.0,0
hybrid_70_30,228,10.1070/rm1961v016n04abeh004109,issn,6,0.1,0.16666666666666666,1.0,0.30260241349881345,1
hybrid_70_30,229,10.1007/bf01361183,issn,6,0.0,0.0,0.0,0.0,0
hybrid_70_30,230,10.5802/aif.281,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,231,10.1073/pnas.41.3.169,issn,19,0.2,0.10526315789473684,1.0,0.3589542101716347,2
hybrid_70_30,232,10.2969/jmsj/01530319,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,233,10.2307/1969831,issn,11,0.0,0.0,0.0,0.0,0
hybrid_70_30,234,10.2307/1969227,issn,11,0.0,0.0,0.0,0.0,0
hybrid_70_30,235,10.2748/tmj/1178243773,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,236,10.2307/2034724,issn,11,0.0,0.0,0.0,0.0,0
hybrid_70_30,237,10.2307/1995280,issn,17,0.0,0.0,0.0,0.0,0
hybrid_70_30,238,10.1109/18.720544,issn,16,0.0,0.0,0.0,0.0,0
hybrid_70_30,239,10.1090/s0002-9939-04-07749-4,issn,11,0.0,0.0,0.0,0.0,0
hybrid_70_30,240,10.1007/bfb0086585,issn,6,0.0,0.0,0.0,0.0,0
hybrid_70_30,241,10.1016/s0022-1236(02)00150-7,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,242,10.4310/cag.1998.v6.n4.a1,issn,1,0.1,1.0,0.2,0.38685280723454163,1
hybrid_70_30,243,10.1073/pnas.73.8.2547,issn,19,0.0,0.0,0.0,0.0,0
hybrid_70_30,244,10.4310/cag.1999.v7.n2.a9,issn,1,0.1,1.0,0.2,0.38685280723454163,1
hybrid_70_30,245,10.1006/jmaa.1999.6544,issn,3,0.0,0.0,0.0,0.0,0
hybrid_70_30,246,10.1112/jlms/s1-41.1.491,issn,3,0.1,0.3333333333333333,1.0,0.46927872602275644,1
hybrid_70_30,247,10.1112/jlms/s1-41.1.497,issn,3,0.1,0.3333333333333333,1.0,0.46927872602275644,1
hybrid_70_30,248,10.1006/jdeq.1994.1046,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,249,48a172af2a51a1073c66153180f372e3514d2ce3,venue,2,0.1,0.5,0.125,0.19342640361727081,1
hybrid_70_30,250,10.1137/1010036,issn,9,0.0,0.0,0.0,0.0,0
hybrid_70_30,251,10.1070/rm2004v059n03abeh000736,issn,6,0.0,0.0,0.0,0.0,0
hybrid_70_30,252,10.1063/1.1665181,issn,5,0.2,0.4,0.16666666666666666,0.22290869782240583,2
hybrid_70_30,253,10.5802/aif.83,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,254,10.24033/bsmf.1467,issn,1,0.0,0.0,0.0,0.0,0
hybrid_70_30,255,10.1073/pnas.35.8.490,issn,19,0.2,0.10526315789473684,0.14285714285714285,0.13698471029831175,2
hybrid_70_30,256,10.1063/1.527465,issn,5,0.2,0.4,0.2,0.23330247263525344,2
hybrid_70_30,257,10.2307/1994932,issn,17,0.0,0.0,0.0,0.0,0
hybrid_70_30,258,10.1063/1.522396,issn,5,0.2,0.4,0.16666666666666666,0.23386470445736623,2
hybrid_70_30,259,10.1070/rm1968v023n03abeh003781,issn,6,0.0,0.0,0.0,0.0,0
hybrid_70_30,260,10.1090/tran/7165,issn,17,0.0,0.0,0.0,0.0,0
hybrid_70_30,261,10.1090/qam/209686,issn,2,0.0,0.0,0.0,0.0,0
hybrid_70_30,262,10.1090/s0002-9904-1967-11830-5,issn,9,0.0,0.0,0.0,0.0,0
hybrid_70_30,263,10.1112/jlms/s1-25.3.209,issn,3,0.0,0.0,0.0,0.0,0
